pair_id,style,ref_path,search_path,gt_x,gt_y,pitch,scale,noise_sigma_ref,noise_sigma_search,rotation_deg,blur_ref,blur_search,dose_ref,dose_search,charging_intensity,salt_pepper_prob,gamma_ref,gamma_search,classical_pred_x,classical_pred_y,classical_error_px,classical_time_sec,classical_confident,classical_n_candidates,dl_pred_x,dl_pred_y,dl_error_px,dl_time_sec,dl_confident
89,dram,data/train_canonical/ref_0089.png,data/train_canonical/search_0089.png,495.38,511.54,36,9.841,5.07,15.94,1.33,0.46,0.69,329.9,106.0,0.0,0.0,0.938,0.916,495.0,511.0,0.6603029607687813,0.19199800491333008,False,3,748.0,516.0,252.65936752869467,0.050852298736572266,True
90,finfet,data/train_canonical/ref_0090.png,data/train_canonical/search_0090.png,540.08,572.77,26,9.393,7.61,10.63,0.93,0.42,0.61,504.4,105.1,0.0,0.0,1.062,0.989,540.5,467.5,105.27083784220584,0.19931387901306152,True,7,548.0,572.0,7.95734252121896,0.04485726356506348,True
91,finfet,data/train_canonical/ref_0091.png,data/train_canonical/search_0091.png,606.39,599.51,20,10.323,5.47,14.58,-0.13,0.54,0.84,471.5,183.9,0.691,0.0,1.042,1.061,497.0,535.0,126.99492982005225,0.2015674114227295,True,11,604.0,500.0,99.53869699770034,0.058133840560913086,True
92,finfet,data/train_canonical/ref_0092.png,data/train_canonical/search_0092.png,619.77,583.65,30,10.41,6.61,15.68,-2.35,0.59,0.58,569.0,83.9,0.339,0.0,1.022,0.977,426.5,516.5,204.60306791443767,0.1996593475341797,True,7,628.0,692.0,108.66211575337564,0.07950997352600098,True
93,finfet,data/train_canonical/ref_0093.png,data/train_canonical/search_0093.png,386.4,580.9,30,10.73,6.89,13.42,2.13,0.21,0.77,464.8,169.7,0.0,0.0,1.02,1.06,550.5,484.5,190.32017759554557,0.1908867359161377,True,7,388.0,580.0,1.8357559750685906,0.05250382423400879,True
94,dram,data/train_canonical/ref_0094.png,data/train_canonical/search_0094.png,529.5,572.11,41,10.748,4.72,16.5,-0.71,0.41,0.65,331.0,152.5,0.0,0.001,0.912,0.935,529.5,572.5,0.38999999999998636,0.21109652519226074,True,6,532.0,572.0,2.5024188298524295,0.046382904052734375,True
95,finfet,data/train_canonical/ref_0095.png,data/train_canonical/search_0095.png,630.29,436.79,20,9.741,6.94,11.6,0.09,0.31,0.49,503.8,198.7,0.0,0.0,0.931,0.977,477.0,468.0,156.43493279955084,0.1719353199005127,False,9,628.0,436.0,2.4224367896809746,0.0401606559753418,True
96,finfet,data/train_canonical/ref_0096.png,data/train_canonical/search_0096.png,405.96,521.48,27,9.323,7.94,13.85,0.42,0.24,0.6,307.9,190.0,0.0,0.0,1.084,0.884,405.5,521.5,0.46043457732883225,0.1548302173614502,True,10,404.0,524.0,3.1924911902775595,0.04277443885803223,True
97,dram,data/train_canonical/ref_0097.png,data/train_canonical/search_0097.png,513.9,364.33,40,10.724,4.31,17.76,1.84,0.37,0.73,456.4,134.4,0.0,0.0009,0.933,0.994,513.5,520.5,156.17051226143815,0.19834327697753906,True,11,516.0,364.0,2.1257704485668447,0.047972917556762695,True
98,finfet,data/train_canonical/ref_0098.png,data/train_canonical/search_0098.png,499.4,529.2,29,10.234,7.15,15.6,0.14,0.33,0.41,535.7,151.4,0.0,0.0,1.011,0.893,498.5,565.5,36.31115531073057,0.19742822647094727,True,10,764.0,532.0,264.61481440010124,0.04387307167053223,True
99,finfet,data/train_canonical/ref_0099.png,data/train_canonical/search_0099.png,427.01,369.85,30,10.461,7.35,17.8,-0.82,0.25,0.55,446.6,103.2,0.0,0.0,0.984,1.034,427.5,501.5,131.65091188442256,0.19136595726013184,True,6,428.0,372.0,2.366981199756331,0.049477338790893555,True
100,finfet,data/train_canonical/ref_0100.png,data/train_canonical/search_0100.png,594.24,628.03,28,10.743,4.66,14.12,2.3,0.55,0.41,390.2,113.2,0.0,0.0,0.997,1.067,594.5,477.5,150.5302245397913,0.19258475303649902,False,10,596.0,628.0,1.7602556632489401,0.04483819007873535,True
101,finfet,data/train_canonical/ref_0101.png,data/train_canonical/search_0101.png,403.15,523.78,23,10.512,5.05,15.72,0.12,0.57,0.62,548.0,153.1,0.0,0.0,0.968,0.98,403.5,523.5,0.4482186966203001,0.21758651733398438,True,10,404.0,524.0,0.8780091115700626,0.04005146026611328,True
102,dram,data/train_canonical/ref_0102.png,data/train_canonical/search_0102.png,577.26,545.15,37,10.59,7.54,15.01,1.06,0.58,0.66,424.6,156.0,0.626,0.0,1.049,1.143,577.5,545.5,0.42438190347848276,0.21141958236694336,False,8,580.0,548.0,3.953492127221222,0.05496096611022949,True
103,dram,data/train_canonical/ref_0103.png,data/train_canonical/search_0103.png,509.14,442.47,37,10.875,4.38,12.14,0.02,0.56,0.89,549.7,199.7,0.0,0.0009,1.03,0.915,509.5,442.5,0.3612478373637802,0.19631052017211914,True,5,508.0,444.0,1.9080094339389115,0.04304194450378418,True
104,finfet,data/train_canonical/ref_0104.png,data/train_canonical/search_0104.png,533.59,569.33,22,10.379,4.64,14.73,0.98,0.23,0.88,418.1,164.2,0.0,0.0016,0.932,0.999,533.5,569.5,0.19235384061669217,0.19014596939086914,True,7,532.0,308.0,261.33483694295336,0.043370723724365234,True
105,dram,data/train_canonical/ref_0105.png,data/train_canonical/search_0105.png,611.87,626.9,35,9.777,7.97,16.01,2.02,0.48,0.43,517.9,150.6,0.0,0.0,0.939,1.141,495.5,483.5,184.67684451495265,0.19246339797973633,False,7,612.0,628.0,1.1076551810017632,0.04687952995300293,True
106,dram,data/train_canonical/ref_0106.png,data/train_canonical/search_0106.png,616.58,399.84,42,10.201,6.84,17.49,-2.63,0.56,0.55,448.0,194.7,0.0,0.0,0.945,0.97,501.0,400.0,115.58011074575076,0.19493627548217773,True,5,620.0,404.0,5.385350499271141,0.0464932918548584,True
107,dram,data/train_canonical/ref_0107.png,data/train_canonical/search_0107.png,507.47,624.02,45,10.862,4.77,11.61,2.02,0.24,0.7,412.6,83.4,0.0,0.0,1.036,0.918,507.5,507.5,116.52000386199785,0.20162439346313477,True,4,508.0,628.0,4.015133870744551,0.05002713203430176,True
108,dram,data/train_canonical/ref_0108.png,data/train_canonical/search_0108.png,594.97,397.67,36,10.086,6.17,16.35,-1.55,0.4,0.48,343.9,146.7,0.0,0.0,0.918,0.931,453.5,398.5,141.47243477087687,0.19705748558044434,True,9,596.0,396.0,1.9620907216538173,0.04982113838195801,True
109,dram,data/train_canonical/ref_0109.png,data/train_canonical/search_0109.png,482.05,406.93,37,10.768,4.72,17.58,-1.94,0.51,0.46,304.9,176.2,0.789,0.0,1.081,0.926,492.5,406.5,10.458843148264522,0.2177729606628418,True,10,492.0,412.0,11.167246751102068,0.053873300552368164,True
110,dram,data/train_canonical/ref_0110.png,data/train_canonical/search_0110.png,499.99,587.78,38,10.502,6.84,12.99,0.13,0.45,0.67,470.7,91.5,0.0,0.0027,1.051,0.946,499.5,587.5,0.5643580423808928,0.1689302921295166,True,6,500.0,588.0,0.22022715545547925,0.050606489181518555,True
111,dram,data/train_canonical/ref_0111.png,data/train_canonical/search_0111.png,523.75,455.33,40,9.997,7.0,13.97,1.08,0.55,0.67,414.2,99.8,0.487,0.0023,0.92,0.931,524.0,455.0,0.4140048308896763,0.15477204322814941,True,5,524.0,460.0,4.676686861443702,0.050702810287475586,True
112,finfet,data/train_canonical/ref_0112.png,data/train_canonical/search_0112.png,598.33,489.15,22,9.388,7.82,17.73,1.58,0.49,0.75,319.1,93.6,0.0,0.0,1.012,1.06,597.5,489.5,0.9007774419911302,0.1898794174194336,True,13,596.0,492.0,3.681222622988227,0.0450596809387207,True
113,dram,data/train_canonical/ref_0113.png,data/train_canonical/search_0113.png,491.42,525.89,37,9.631,5.9,12.1,1.81,0.39,0.41,408.4,172.5,0.744,0.0,0.982,0.966,491.5,525.5,0.3981205847478711,0.19916200637817383,True,9,492.0,524.0,1.9769926656414105,0.04392099380493164,True
114,finfet,data/train_canonical/ref_0114.png,data/train_canonical/search_0114.png,562.12,509.75,28,10.903,4.47,14.97,-2.56,0.58,0.48,522.2,193.1,0.0,0.0,0.919,1.037,562.5,509.5,0.4548626166217625,0.19370317459106445,True,9,564.0,508.0,2.5684431081883017,0.04520225524902344,True
115,dram,data/train_canonical/ref_0115.png,data/train_canonical/search_0115.png,613.44,472.17,44,9.202,6.14,12.07,0.63,0.38,0.57,327.6,114.5,0.583,0.0,0.947,0.894,512.5,471.5,100.942223573686,0.22610831260681152,True,6,620.0,476.0,7.596216163327579,0.046639442443847656,True
116,finfet,data/train_canonical/ref_0116.png,data/train_canonical/search_0116.png,524.84,595.32,28,9.492,7.75,10.32,-2.95,0.33,0.41,502.1,104.0,0.0,0.0,0.911,1.006,524.5,595.5,0.38470768123343163,0.20772480964660645,True,8,524.0,596.0,1.0807404868884969,0.0455625057220459,True
117,finfet,data/train_canonical/ref_0117.png,data/train_canonical/search_0117.png,376.18,515.92,27,10.849,4.12,13.62,-2.92,0.27,0.77,539.0,132.5,0.0,0.0,0.91,1.148,519.5,515.5,143.32061540476303,0.20257115364074707,False,9,380.0,516.0,3.8208376045050585,0.045144081115722656,True
118,finfet,data/train_canonical/ref_0118.png,data/train_canonical/search_0118.png,456.31,507.69,26,9.965,7.38,12.36,0.59,0.31,0.7,393.6,120.2,0.0,0.0,1.091,0.887,456.0,508.0,0.4384062043356627,0.18546319007873535,True,12,468.0,508.0,11.694109628355635,0.04747295379638672,True
119,dram,data/train_canonical/ref_0119.png,data/train_canonical/search_0119.png,631.28,391.57,45,9.779,4.05,16.02,0.81,0.57,0.85,556.0,179.8,0.617,0.0008,0.953,0.935,451.5,439.5,186.05948860512328,0.18678522109985352,False,4,628.0,292.0,99.62400965630724,0.04353976249694824,True
120,finfet,data/train_canonical/ref_0120.png,data/train_canonical/search_0120.png,386.61,539.02,30,9.146,7.11,12.9,-2.24,0.42,0.48,307.1,156.3,0.0,0.0,0.915,1.13,481.5,539.5,94.89121402954015,0.1989741325378418,False,6,388.0,436.0,103.02937687863592,0.04798698425292969,True
121,dram,data/train_canonical/ref_0121.png,data/train_canonical/search_0121.png,590.47,453.72,37,10.559,4.46,12.72,0.23,0.54,0.42,559.5,146.0,0.0,0.0006,0.96,0.884,590.5,453.5,0.2220360331117685,0.1719963550567627,True,5,588.0,452.0,3.00986710670093,0.046996355056762695,True
122,finfet,data/train_canonical/ref_0122.png,data/train_canonical/search_0122.png,378.79,597.84,24,10.623,5.27,17.1,-0.43,0.59,0.61,343.3,119.5,0.0,0.0,0.937,1.104,512.5,445.5,202.69642251406412,0.1909792423248291,True,11,380.0,604.0,6.277714552287286,0.04548978805541992,True
123,finfet,data/train_canonical/ref_0123.png,data/train_canonical/search_0123.png,590.48,616.2,23,9.254,4.52,15.44,-0.02,0.52,0.69,471.4,194.2,0.308,0.0015,0.997,0.986,590.5,482.5,133.70000149588637,0.22703886032104492,False,7,596.0,620.0,6.701522215138845,0.04143881797790527,True
124,dram,data/train_canonical/ref_0124.png,data/train_canonical/search_0124.png,437.84,412.56,43,10.796,4.56,14.39,-2.94,0.54,0.47,497.4,194.4,0.633,0.0,1.083,0.939,437.5,412.5,0.34525353003261716,0.22605633735656738,True,6,436.0,420.0,7.664150311678384,0.04970407485961914,True
125,dram,data/train_canonical/ref_0125.png,data/train_canonical/search_0125.png,381.0,398.97,44,9.738,5.92,12.48,-2.69,0.37,0.86,304.2,104.7,0.0,0.0,1.056,1.119,551.5,490.5,193.51483379834218,0.2104053497314453,False,7,380.0,404.0,5.128440308709825,0.05210518836975098,True
126,dram,data/train_canonical/ref_0126.png,data/train_canonical/search_0126.png,409.06,451.28,40,10.847,4.28,14.96,1.63,0.46,0.71,433.3,126.1,0.64,0.0012,0.981,0.974,549.5,451.5,140.4401723154739,0.22097063064575195,True,4,412.0,396.0,55.3581249682465,0.04798078536987305,True
127,finfet,data/train_canonical/ref_0127.png,data/train_canonical/search_0127.png,601.66,537.09,26,10.531,4.23,13.8,-0.85,0.53,0.64,548.7,195.6,0.51,0.0,1.062,0.912,601.5,485.5,51.59024810950228,0.20297765731811523,True,11,604.0,540.0,3.734126403859404,0.04401087760925293,True
128,dram,data/train_canonical/ref_0128.png,data/train_canonical/search_0128.png,404.54,477.21,37,9.329,6.74,10.4,-0.03,0.38,0.64,403.6,157.6,0.0,0.0011,1.047,0.932,404.5,476.5,0.7111258679024217,0.1899433135986328,True,3,404.0,476.0,1.3250283015845257,0.04197812080383301,True
129,dram,data/train_canonical/ref_0129.png,data/train_canonical/search_0129.png,570.34,536.57,43,9.268,4.72,16.22,1.56,0.55,0.44,585.5,179.9,0.545,0.0,0.992,1.136,468.5,536.5,101.84002405734205,0.20532727241516113,False,7,572.0,540.0,3.810577384071809,0.04773283004760742,True
130,finfet,data/train_canonical/ref_0130.png,data/train_canonical/search_0130.png,388.26,514.72,22,10.13,5.22,10.91,-2.76,0.41,0.58,598.3,174.6,0.514,0.0,0.937,1.021,496.0,561.0,117.25931093094484,0.2392716407775879,True,6,388.0,516.0,1.306139349380427,0.05286431312561035,True
131,finfet,data/train_canonical/ref_0131.png,data/train_canonical/search_0131.png,603.23,398.55,29,10.363,6.05,10.72,2.68,0.31,0.88,389.7,179.1,0.0,0.0,1.056,1.016,602.5,398.5,0.7317103251970877,0.2076418399810791,True,15,604.0,404.0,5.50412572530823,0.04953408241271973,True
132,finfet,data/train_canonical/ref_0132.png,data/train_canonical/search_0132.png,468.59,478.41,24,9.479,7.1,16.08,-0.48,0.25,0.52,385.8,113.5,0.0,0.0,1.046,0.98,468.5,478.5,0.1272792206135432,0.19239234924316406,True,10,468.0,476.0,2.4811690792850234,0.04373502731323242,True
133,dram,data/train_canonical/ref_0133.png,data/train_canonical/search_0133.png,518.85,581.05,38,10.45,6.1,14.99,0.19,0.43,0.9,493.6,194.2,0.0,0.0016,0.971,1.014,518.5,577.5,3.567211796347351,0.19953179359436035,True,4,516.0,580.0,3.0372685096974936,0.044287919998168945,True
134,finfet,data/train_canonical/ref_0134.png,data/train_canonical/search_0134.png,611.61,506.66,24,9.405,5.47,16.68,1.68,0.56,0.61,572.6,180.5,0.0,0.0,1.032,0.876,591.5,506.5,20.11063648918155,0.19020915031433105,True,6,612.0,508.0,1.3956002292920142,0.04262495040893555,True
135,finfet,data/train_canonical/ref_0135.png,data/train_canonical/search_0135.png,605.39,539.6,20,10.745,4.85,16.72,-0.43,0.49,0.54,340.4,164.4,0.0,0.0022,0.931,1.067,514.5,539.5,90.89005501153576,0.18422245979309082,False,14,604.0,556.0,16.458800077769922,0.04132342338562012,True
136,finfet,data/train_canonical/ref_0136.png,data/train_canonical/search_0136.png,541.49,455.89,30,10.07,6.47,12.8,1.51,0.29,0.45,311.0,174.4,0.0,0.0018,0.926,1.018,541.0,456.0,0.5021951811796006,0.18703317642211914,True,7,540.0,460.0,4.371750221593194,0.04181790351867676,True
137,dram,data/train_canonical/ref_0137.png,data/train_canonical/search_0137.png,462.18,579.0,36,9.408,4.06,15.78,2.0,0.31,0.43,320.9,145.2,0.0,0.0,1.047,1.037,462.5,578.5,0.5936328831862295,0.21913790702819824,True,5,460.0,580.0,2.398416144041736,0.04924416542053223,True
138,finfet,data/train_canonical/ref_0138.png,data/train_canonical/search_0138.png,543.2,532.62,22,9.45,5.24,13.0,0.12,0.41,0.54,316.9,147.9,0.0,0.0,0.904,1.132,543.5,532.5,0.3231098884280297,0.21095561981201172,True,8,548.0,532.0,4.839876031470183,0.04256129264831543,True
139,dram,data/train_canonical/ref_0139.png,data/train_canonical/search_0139.png,401.13,502.22,39,9.279,7.56,15.75,1.56,0.29,0.67,535.3,168.4,0.0,0.0007,1.099,0.889,489.5,501.5,88.3729330734247,0.20309162139892578,True,4,404.0,508.0,6.453316976563271,0.0459294319152832,True
140,dram,data/train_canonical/ref_0140.png,data/train_canonical/search_0140.png,382.17,497.53,39,10.749,6.47,15.98,-1.16,0.42,0.59,351.4,116.5,0.0,0.0022,0.934,0.932,476.5,497.5,94.33000477048644,0.2047116756439209,False,8,388.0,500.0,6.331650653660541,0.04523825645446777,True
141,dram,data/train_canonical/ref_0141.png,data/train_canonical/search_0141.png,508.9,529.32,45,9.399,7.71,17.44,-1.24,0.52,0.75,338.6,158.3,0.74,0.0,0.935,1.0,508.5,529.5,0.43863424398918494,0.19760847091674805,True,7,516.0,532.0,7.588965673924218,0.046862125396728516,True
142,finfet,data/train_canonical/ref_0142.png,data/train_canonical/search_0142.png,414.68,616.31,25,9.969,6.74,13.36,0.68,0.3,0.48,336.4,111.6,0.0,0.0,0.976,0.863,415.0,491.0,125.3104085860388,0.1848294734954834,False,9,420.0,620.0,6.474449783572371,0.03896737098693848,True
143,finfet,data/train_canonical/ref_0143.png,data/train_canonical/search_0143.png,481.09,421.55,29,9.036,6.7,13.3,2.64,0.55,0.57,497.1,175.2,0.0,0.001,1.062,1.093,480.5,421.5,0.5921148537234745,0.22612738609313965,True,6,484.0,420.0,3.2970592957968137,0.04384946823120117,True
144,finfet,data/train_canonical/ref_0144.png,data/train_canonical/search_0144.png,594.43,423.56,27,9.153,7.33,16.1,2.32,0.28,0.86,517.0,158.2,0.799,0.0,0.901,0.85,594.5,544.5,120.94002025797747,0.20918655395507812,True,10,596.0,428.0,4.709405482648541,0.04569292068481445,True
145,dram,data/train_canonical/ref_0145.png,data/train_canonical/search_0145.png,493.11,438.83,36,10.758,4.45,10.36,-0.04,0.29,0.79,309.3,172.8,0.0,0.0,1.085,0.921,492.5,438.5,0.6935416353759926,0.2006378173828125,True,6,372.0,444.0,121.22029945516552,0.04539012908935547,True
146,dram,data/train_canonical/ref_0146.png,data/train_canonical/search_0146.png,588.97,491.6,44,10.773,5.47,10.38,1.06,0.52,0.77,432.3,163.2,0.0,0.0,1.037,0.997,470.5,491.5,118.4700422047701,0.1689894199371338,False,9,468.0,492.0,120.97066131918105,0.04516291618347168,True
147,finfet,data/train_canonical/ref_0147.png,data/train_canonical/search_0147.png,400.65,590.93,23,10.396,7.15,16.41,0.28,0.45,0.42,551.7,136.0,0.633,0.0,0.95,1.131,400.5,489.5,101.4301109138701,0.19373369216918945,True,11,404.0,588.0,4.450550527743715,0.040602684020996094,True
148,dram,data/train_canonical/ref_0148.png,data/train_canonical/search_0148.png,375.13,468.38,42,10.263,4.08,11.22,-2.46,0.54,0.56,312.5,200.0,0.0,0.0,1.091,0.984,531.0,468.0,155.87046320583,0.17453384399414062,True,5,380.0,468.0,4.884802964296517,0.048233985900878906,True
149,finfet,data/train_canonical/ref_0149.png,data/train_canonical/search_0149.png,406.4,474.25,20,9.227,5.5,15.51,1.15,0.59,0.41,341.1,163.1,0.0,0.0,1.017,1.06,407.5,474.5,1.12805141726787,0.1913013458251953,True,6,404.0,476.0,2.970269348055811,0.04234719276428223,True
150,dram,data/train_canonical/ref_0150.png,data/train_canonical/search_0150.png,507.2,573.77,43,10.049,4.92,11.76,1.76,0.51,0.9,405.1,170.8,0.0,0.0,0.901,1.016,507.0,574.0,0.3047950130825697,0.19480252265930176,True,6,508.0,652.0,78.23409039542803,0.048938751220703125,True
151,finfet,data/train_canonical/ref_0151.png,data/train_canonical/search_0151.png,512.37,619.86,21,10.549,7.66,16.62,-0.57,0.36,0.67,356.1,149.2,0.0,0.0006,1.063,1.072,512.5,479.5,140.36006020232395,0.22976446151733398,False,7,516.0,620.0,3.6326987213365167,0.0420689582824707,False
152,dram,data/train_canonical/ref_0152.png,data/train_canonical/search_0152.png,459.11,409.11,45,9.02,5.15,10.48,-0.38,0.37,0.47,420.4,111.4,0.0,0.0006,1.041,0.975,518.5,409.5,59.39128050480136,0.21637558937072754,False,10,460.0,412.0,3.0239378300487427,0.047240257263183594,True
153,finfet,data/train_canonical/ref_0153.png,data/train_canonical/search_0153.png,601.75,551.71,20,9.732,7.59,17.51,0.55,0.32,0.48,525.0,129.0,0.0,0.0,0.992,1.086,467.5,551.5,134.25016424570958,0.19100356101989746,True,12,604.0,548.0,4.338963009752477,0.046976327896118164,True
154,dram,data/train_canonical/ref_0154.png,data/train_canonical/search_0154.png,529.08,516.5,37,10.097,7.91,17.2,-1.36,0.42,0.82,487.1,150.2,0.0,0.0,0.905,1.03,529.0,517.0,0.506359556046893,0.21825194358825684,True,10,532.0,516.0,2.962498945147451,0.050073862075805664,True
155,dram,data/train_canonical/ref_0155.png,data/train_canonical/search_0155.png,470.53,580.73,35,9.374,7.94,13.06,2.79,0.2,0.87,414.2,177.5,0.0,0.0,1.039,1.117,526.5,580.5,55.97047257259852,0.20325899124145508,True,3,484.0,764.0,183.7643431136737,0.05051374435424805,True
156,finfet,data/train_canonical/ref_0156.png,data/train_canonical/search_0156.png,451.68,525.16,21,10.629,6.51,16.6,-2.52,0.54,0.58,566.3,137.0,0.0,0.0,1.062,1.01,451.5,525.5,0.3847076812334582,0.20582175254821777,False,7,452.0,524.0,1.2033287165192734,0.05083751678466797,True
157,dram,data/train_canonical/ref_0157.png,data/train_canonical/search_0157.png,417.15,367.0,39,9.752,6.72,17.79,-2.0,0.52,0.64,479.5,155.5,0.0,0.0026,1.002,0.997,417.0,455.0,88.00012784081623,0.20584797859191895,True,6,420.0,372.0,5.7552150263912925,0.05328178405761719,True
158,dram,data/train_canonical/ref_0158.png,data/train_canonical/search_0158.png,449.49,396.9,39,9.68,4.03,13.83,-2.48,0.41,0.57,553.8,186.3,0.0,0.0,1.065,0.985,449.5,441.5,44.60000112107624,0.2256176471710205,True,3,452.0,396.0,2.666477076593743,0.05055499076843262,True
159,finfet,data/train_canonical/ref_0159.png,data/train_canonical/search_0159.png,624.74,415.5,23,9.439,7.68,14.32,2.94,0.5,0.6,475.0,186.4,0.427,0.0,0.985,0.927,529.5,415.5,95.24000000000001,0.21185946464538574,True,8,628.0,420.0,5.556761646858711,0.04578757286071777,True
160,dram,data/train_canonical/ref_0160.png,data/train_canonical/search_0160.png,598.33,461.99,35,10.121,4.02,12.98,-0.72,0.22,0.82,482.5,176.6,0.0,0.0008,0.994,1.144,598.0,514.0,52.01104690351848,0.19737815856933594,True,3,604.0,684.0,222.08239236823795,0.04233527183532715,True
